id,student,observed_confused,observed_concentrating,observed_bored,observed_frustrated,affect,to,se5ds
0,72720,0.171838671,0.428695172,0.393139273,0.164317191,0,1
1,72720,0.132175878,0.65661031,0.184330121,0.128531024,1,1
2,72720,0.079290338,0.770555317,0.131177962,0.087293334,1,1
3,72720,0.052939586,0.836300731,0.118124247,0.035456825,1,2
4,72720,0.112188451,0.307430834,0.564713299,0.209612399,2,2
5,72720,0.097922049,0.308541894,0.505565107,0.302409947,2,0
6,72720,0.168184116,0.431112826,0.343409717,0.22927092,0,1
7,72720,0.112798326,0.541787863,0.286554992,0.201126263,1,1
8,72720,0.044314306,0.777174294,0.203399092,0.02908404,1,1
9,72720,0.056190021,0.571574986,0.421000123,0.054545306,1,1
10,72720,0.030570559,0.747135043,0.255351037,0.026808199,1,1
11,72720,0.030783547,0.671019554,0.344140142,0.031032564,1,1
12,72720,0.022565985,0.601960242,0.437169164,0.029654725,1,1
13,72720,0.012108758,0.912835896,0.087303698,0.008318355,1,1
14,72720,0.100165807,0.678787529,0.218712464,0.090924866,1,1
15,72720,0.050284855,0.772075474,0.161501735,0.083278239,1,1
16,72720,0.158811763,0.69019413,0.14214474,0.096082442,1,1
17,72720,0.019839372,0.846824229,0.157942012,0.010447258,1,1
18,72720,0.142973304,0.592200339,0.262611747,0.114367485,1,1
19,72720,0.016827894,0.847449362,0.156921312,0.014667987,1,1
20,72720,0.019826211,0.737707078,0.28472054,0.017566988,1,1
21,72720,0.018020052,0.771506548,0.245046914,0.018214868,1,1
22,72720,0.114595473,0.665239751,0.199698448,0.117943414,1,0
23,72720,0.120934635,0.479858518,0.175852999,0.429796219,0,0
24,72720,0.125252992,0.354118496,0.423105031,0.302192748,0,0
25,72720,0.138841957,0.490805447,0.351969689,0.162914634,0,0
26,72720,0.094495766,0.377286345,0.48916164,0.220651776,0,0
27,72720,0.118172824,0.490963221,0.369125098,0.167230308,0,0
28,72720,0.145281956,0.419821739,0.41040507,0.190175936,0,1
29,72720,0.033911481,0.816314757,0.159624696,0.037756946,1,1
30,72720,0.112784497,0.765541077,0.123784669,0.061457247,1,1
31,72720,0.036562502,0.799030721,0.186080515,0.027259022,1,1
32,72720,0.090339243,0.524206758,0.420312583,0.085335515,1,1
33,72720,0.091812268,0.619487345,0.268155724,0.130597979,1,1
34,72720,0.062718689,0.753380001,0.195798248,0.052278604,1,1
35,72720,0.096925773,0.756106138,0.166191891,0.042037122,1,0
36,72720,0.125186831,0.492877871,0.4002918,0.115079671,0,2
37,72720,0.079332605,0.199647218,0.82155478,0.089562774,2,2
38,72720,0.065058067,0.051934853,1.012989402,0.092073888,2,2
39,72720,0.116289668,0.244725883,0.656671703,0.183814347,2,1
40,72720,0.046382114,0.640416086,0.337289482,0.067506112,1,1
41,72720,0.078970298,0.81462419,0.100812383,0.058015443,1,1
42,72720,0.058193129,0.853387117,0.10167668,0.023189669,1,1
43,72720,0.042763509,0.871482432,0.092757009,0.026320988,1,1
45,72728,0.178057954,0.272446126,0.550215065,0.197961062,2,0
46,72728,0.248803452,0.242949337,0.410092503,0.333172292,0,0
47,72728,0.180798471,0.426995158,0.33352378,0.232161477,0,1
48,72728,0.08768069,0.705759943,0.239242613,0.038495436,1,1
49,72728,0.03093354,0.746572852,0.25820142,0.02354838,1,1
50,72728,0.013597897,0.795093775,0.225036517,0.012861439,1,1
51,72728,0.016442019,0.638537884,0.409030735,0.016683824,1,1
52,72728,0.115843065,0.687717795,0.194645599,0.087757543,1,1
53,72728,0.056136504,0.760432482,0.209549412,0.032055315,1,2
54,72728,0.021369945,0.44614172,0.630288124,0.02578887,2,1
55,72728,0.023363518,0.782707095,0.225050136,0.019586669,1,1
56,72728,0.013357817,0.870451927,0.135474131,0.010849055,1,1
57,72728,0.007523268,0.936845839,0.065811038,0.004423792,1,1
58,72728,0.008698963,0.881425917,0.130963445,0.005534168,1,1
59,72728,0.025822099,0.657872081,0.36785832,0.027416298,1,1
60,72728,0.024894778,0.689545035,0.310167998,0.053442672,1,1
61,72728,0.02972601,0.64546442,0.368933558,0.040364482,1,1
62,72728,0.060865477,0.544751644,0.444229335,0.06047938,1,1
63,72728,0.037801147,0.650724113,0.329343706,0.072708674,1,1
64,72728,0.036769424,0.689420462,0.309386879,0.039334256,1,2
65,72728,0.085052125,0.423678607,0.510604799,0.132817045,2,2
66,72728,0.162233129,0.179140583,0.619937539,0.274234027,2,2
67,72728,0.096227787,0.274880022,0.613513768,0.21817109,2,0
68,72728,0.192516625,0.293667495,0.477180272,0.240217105,0,0
69,72728,0.228070334,0.420348704,0.293150008,0.233566344,0,1
70,72728,0.108396918,0.668352902,0.251746893,0.0540746,1,1
71,72728,0.049933564,0.719428837,0.267038196,0.030043388,1,1
72,72728,0.029210826,0.846158981,0.146757349,0.013802116,1,1
73,72728,0.017832536,0.914522648,0.080972508,0.006457062,1,1
74,72728,0.012593444,0.844690681,0.17134884,0.005859985,1,1
75,72728,0.016627457,0.787775755,0.232044846,0.011355377,1,1
76,72728,0.012895053,0.750674188,0.278547883,0.014210218,1,1
77,72728,0.013345537,0.815611362,0.200101003,0.013263281,1,1
78,72728,0.012218917,0.822765112,0.193629235,0.011881456,1,1
79,72728,0.011105181,0.826445341,0.191186681,0.010717779,1,1
80,72728,0.063905604,0.6702649,0.286209047,0.064084396,1,1
81,72728,0.047573786,0.688107133,0.282012492,0.062693819,1,1
82,72728,0.026688362,0.737263441,0.242583275,0.06365528,1,1
83,72728,0.018917622,0.712601125,0.312315941,0.022398859,1,1
84,72728,0.017498681,0.613544345,0.430193365,0.027087554,1,1
85,72728,0.014755041,0.832802296,0.177486017,0.013727637,1,1
86,72728,0.011039891,0.785250485,0.240118474,0.012106961,1,1
88,72735,0.04052553,0.491009384,0.539753854,0.047610968,2,0
89,72735,0.20406951,0.328393728,0.473266125,0.176164091,0,1
90,72735,0.16995582,0.535557389,0.246702269,0.188466907,1,1
91,72735,0.030043513,0.743986011,0.261303753,0.024739543,1,2
92,72735,0.182850316,0.128189757,0.664864719,0.269341707,2,2
93,72735,0.089351811,0.347764313,0.553857744,0.190076888,2,2
94,72735,0.057123296,0.321512073,0.669656873,0.123531289,2,2
95,72735,0.04761659,0.417989016,0.590548337,0.087047599,2,0
96,72735,0.172330156,0.230235606,0.488072276,0.351219267,0,0
97,72735,0.18341364,0.214008868,0.462183893,0.395581871,0,2
98,72735,0.088192813,0.255714953,0.69011277,0.159836799,2,2
99,72735,0.0656427,0.240587413,0.77175796,0.1074173,2,0
100,72735,0.20257473,0.355650455,0.35777837,0.284215629,0,1
101,72735,0.096051402,0.742237508,0.182751775,0.043492325,1,0
102,72735,0.427017033,0.268887103,0.144385338,0.404984772,0,1
103,72735,0.295728236,0.60646677,0.080751047,0.129282266,1,1
104,72735,0.102326468,0.616184235,0.224060744,0.178961247,1,2
105,72735,0.088115998,0.446674824,0.515970707,0.086069018,2,2
106,72735,0.070195116,0.348643005,0.66082871,0.075700261,2,1
107,72735,0.030366624,0.635468125,0.38776359,0.030900553,1,1
108,72735,0.020814862,0.813658476,0.194042444,0.0144811,1,1
109,72735,0.009836369,0.910257399,0.093555853,0.00722379,1,1
110,72735,0.071608752,0.833408594,0.097949892,0.041873265,1,1
111,72735,0.018809691,0.873259187,0.103245385,0.04092681,1,1
112,72735,0.234753713,0.518494904,0.228888452,0.154493704,1,1
113,72735,0.066119544,0.774144053,0.175587252,0.041504391,1,1
114,72735,0.035565235,0.795818329,0.193625152,0.023846306,1,1
115,72735,0.008965985,0.938310862,0.062488291,0.004554714,1,1
116,72735,0.003383219,0.974475563,0.0267545,0.001307861,1,1
117,72735,0.031787746,0.829803824,0.161165759,0.017458342,1,1
118,72735,0.176101759,0.505921841,0.231980532,0.24574779,1,1
119,72735,0.183919132,0.527940214,0.210145637,0.229412898,1,1
120,72735,0.213996038,0.693036735,0.075270221,0.106590942,1,1
121,72735,0.056036249,0.668063402,0.281243443,0.084057301,1,2
122,72735,0.206747651,0.240903035,0.570942402,0.183524013,2,0
123,72735,0.331314504,0.08843872,0.39241913,0.490702063,0,0
124,72735,0.224232778,0.442002714,0.195301652,0.330675662,0,1
125,72735,0.095509306,0.627258122,0.296486109,0.077234656,1,2
126,72735,0.090659007,0.363653213,0.608527184,0.093218692,2,2
127,72735,0.07175687,0.285854995,0.712433398,0.105252117,2,1
129,72738,0.024352103,0.84522897,0.148949072,0.018695958,1,2
130,72738,0.029475285,0.218172669,0.891312242,0.035126317,2,2
131,72738,0.158130646,0.08118058,0.723619044,0.298944294,2,0
132,72738,0.191148594,0.268519133,0.420718223,0.353912592,0,1
133,72738,0.046685033,0.655874848,0.319747001,0.06557069,1,1
134,72738,0.032356523,0.732826889,0.268936634,0.02934864,1,1
135,72738,0.020173592,0.79989028,0.208888382,0.017685385,1,1
136,72738,0.014582021,0.773162901,0.249600396,0.014200071,1,1
137,72738,0.016395772,0.688442171,0.346355945,0.019536562,1,1
138,72738,0.084769517,0.746110439,0.192827001,0.03902223,1,1
139,72738,0.009330876,0.91117543,0.094676308,0.005000433,1,3
140,72738,0.058743536,0.503059387,0.51293391,0.039843086,3,1
141,72738,0.12537615,0.508631468,0.360925227,0.140924275,1,1
142,72738,0.056860067,0.685241044,0.287071675,0.04868304,1,1
143,72738,0.026375422,0.672479868,0.350519329,0.026224565,1,1
144,72738,0.011439863,0.89077723,0.11463093,0.008430315,1,1
145,72738,0.007593184,0.925652981,0.079138108,0.004646937,1,1
146,72738,0.006117117,0.905202448,0.105452664,0.004593393,1,1
147,72738,0.043349959,0.899903774,0.058106653,0.025812017,1,1
148,72738,0.00980682,0.948222339,0.050329991,0.003652772,1,1
149,72738,0.012140928,0.909472883,0.094173506,0.004682385,1,1
150,72738,0.0112747,0.927814841,0.072946966,0.004496599,1,1
